year,country_produced_plastic,country
2013,1105095.4,Cote d'Ivoire
2014,1125570.1,Cote d'Ivoire
2015,1158461.8,Cote d'Ivoire
2016,1178723.1,Cote d'Ivoire
2017,1213003.9,Cote d'Ivoire
2018,1252342.4,Cote d'Ivoire
2019,1290361.8,Cote d'Ivoire
1990,193137.98,Croatia
1991,200547.55,Croatia
1992,213482.72,Croatia
1993,222577.0,Croatia
1994,244527.66,Croatia
1995,254148.36,Croatia
1996,272769.66,Croatia
1997,293272.0,Croatia
1998,306906.03,Croatia
1999,330322.8,Croatia
2000,347962.72,Croatia
2001,356734.34,Croatia
2002,379890.94,Croatia
2003,396014.16,Croatia
2004,421567.72,Croatia
2005,433879.8,Croatia
2006,461651.94,Croatia
2007,487898.44,Croatia
2008,465286.1,Croatia
2009,477568.44,Croatia
2010,518773.88,Croatia
2011,540171.3,Croatia
2012,561035.06,Croatia
2013,585474.8,Croatia
2014,596322.3,Croatia
2015,613748.1,Croatia
2016,624482.56,Croatia
2017,642644.4,Croatia
2018,663485.7,Croatia
2019,683628.25,Croatia
1990,174984.73,Cuba
1991,181697.88,Cuba
1992,193417.25,Cuba
1993,201656.73,Cuba
1994,221544.23,Cuba
1995,230260.67,Cuba
1996,247131.73,Cuba
1997,265707.03,Cuba
1998,278059.6,Cuba
1999,299275.4,Cuba
2000,315257.34,Cuba
2001,323204.5,Cuba
2002,344184.56,Cuba
2003,358792.34,Cuba
2004,381944.1,Cuba
2005,393098.97,Cuba
2006,418260.78,Cuba
2007,442040.3,Cuba
2008,421553.34,Cuba
2009,432681.28,Cuba
2010,470013.75,Cuba
2011,489400.03,Cuba
2012,508302.75,Cuba
2013,530445.44,Cuba
2014,540273.3,Cuba
2015,556061.25,Cuba
2016,565786.75,Cuba
2017,582241.5,Cuba
2018,601123.94,Cuba
2019,619373.25,Cuba
1990,6501.196,Curacao
1991,6750.6084,Curacao
1992,7186.0176,Curacao
1993,7492.139,Curacao
1994,8231.018,Curacao
1995,8554.859,Curacao
1996,9181.669,Curacao
1997,9871.795,Curacao
1998,10330.7295,Curacao
1999,11118.959,Curacao
2000,11712.734,Curacao
2001,12007.994,Curacao
2002,12787.466,Curacao
2003,13330.1875,Curacao
2004,14190.343,Curacao
2005,14604.779,Curacao
2006,15539.613,Curacao
2007,16423.094,Curacao
2008,15661.942,Curacao
2009,16075.377,Curacao
2010,17462.389,Curacao
2011,18182.645,Curacao
2012,18884.938,Curacao
2013,19707.602,Curacao
2014,20072.736,Curacao
2015,20659.307,Curacao
2016,21020.637,Curacao
2017,21631.979,Curacao
2018,22333.518,Curacao
2019,23011.533,Curacao
1990,47869.203,Cyprus
1991,49705.66,Cyprus
1992,52911.64,Cyprus
1993,55165.652,Cyprus
1994,60606.12,Cyprus
1995,62990.605,Cyprus
1996,67605.89,Cyprus
1997,72687.39,Cyprus
1998,76066.586,Cyprus
1999,81870.43,Cyprus
2000,86242.48,Cyprus
2001,88416.516,Cyprus
2002,94155.875,Cyprus
2003,98152.01,Cyprus
2004,104485.45,Cyprus
2005,107537.01,Cyprus
2006,114420.32,Cyprus
2007,120925.51,Cyprus
2008,115321.04,Cyprus
2009,118365.22,Cyprus
2010,128577.98,Cyprus
2011,133881.33,Cyprus
2012,139052.39,Cyprus
2013,145109.8,Cyprus
2014,147798.33,Cyprus
2015,152117.33,Cyprus
2016,154777.84,Cyprus
2017,159279.25,Cyprus
2018,164444.77,Cyprus
2019,169437.1,Cyprus
1990,503723.8,Democratic Republic of Congo
1991,523048.75,Democratic Republic of Congo
1992,556785.0,Democratic Republic of Congo
1993,580503.8,Democratic Republic of Congo
1994,637753.44,Democratic Republic of Congo
1995,662845.2,Democratic Republic of Congo
1996,711411.44,Democratic Republic of Congo
1997,764883.6,Democratic Republic of Congo
1998,800442.7,Democratic Republic of Congo
1999,861516.06,Democratic Republic of Congo
2000,907522.75,Democratic Republic of Congo
2001,930400.0,Democratic Republic of Congo
2002,990794.8,Democratic Republic of Congo
2003,1032845.8,Democratic Republic of Congo
2004,1099492.1,Democratic Republic of Congo
2005,1131603.4,Democratic Republic of Congo
2006,1204036.0,Democratic Republic of Congo
2007,1272489.5,Democratic Republic of Congo
2008,1213514.2,Democratic Republic of Congo
2009,1245547.9,Democratic Republic of Congo
2010,1353015.9,Democratic Republic of Congo
2011,1408822.6,Democratic Republic of Congo
2012,1463237.4,Democratic Republic of Congo
2013,1526978.9,Democratic Republic of Congo
2014,1555270.1,Democratic Republic of Congo
2015,1600718.5,Democratic Republic of Congo
2016,1628715.0,Democratic Republic of Congo
2017,1676082.9,Democratic Republic of Congo
2018,1730439.2,Democratic Republic of Congo
2019,1782973.1,Democratic Republic of Congo
1990,45235.07,Denmark
1991,46970.477,Denmark
1992,50000.035,Denmark
1993,52130.016,Denmark
1994,57271.11,Denmark
1995,59524.383,Denmark
1996,63885.7,Denmark
1997,68687.57,Denmark
1998,71880.82,Denmark
1999,77365.3,Denmark
2000,81496.76,Denmark
2001,83551.164,Denmark
2002,88974.695,Denmark
2003,92750.93,Denmark
2004,98735.87,Denmark
2005,101619.5,Denmark
2006,108124.04,Denmark
2007,114271.26,Denmark
2008,108975.195,Denmark
2009,111851.86,Denmark
2010,121502.63,Denmark
2011,126514.15,Denmark
2012,131400.67,Denmark
2013,137124.75,Denmark
2014,139665.34,Denmark
2015,143746.66,Denmark
2016,146260.78,Denmark
2017,150514.48,Denmark
2018,155395.77,Denmark
2019,160113.36,Denmark
1990,15209.223,Djibouti
1991,15792.712,Djibouti
1992,16811.33,Djibouti
1993,17527.484,Djibouti
1994,19256.055,Djibouti
1995,20013.666,Djibouti
1996,21480.055,Djibouti
1997,23094.572,Djibouti
1998,24168.227,Djibouti
1999,26012.25,Djibouti
2000,27401.357,Djibouti
2001,28092.104,Djibouti
2002,29915.637,Djibouti
2003,31185.309,Djibouti
2004,33197.6,Djibouti
2005,34167.152,Djibouti
2006,36354.152,Djibouti
2007,38421.008,Djibouti
2008,36640.332,Djibouti
2009,37607.543,Djibouti
2010,40852.387,Djibouti
2011,42537.39,Djibouti
2012,44180.367,Djibouti
2013,46104.953,Djibouti
2014,46959.168,Djibouti
2015,48331.414,Djibouti
2016,49176.727,Djibouti
2017,50606.934,Djibouti
2018,52248.15,Djibouti
2019,53834.332,Djibouti
1990,1846.5525,Dominica
1991,1917.3938,Dominica
1992,2041.0643,Dominica
1993,2128.0127,Dominica
1994,2337.8787,Dominica
1995,2429.86,Dominica
1996,2607.8945,Dominica
1997,2803.913,Dominica
1998,2934.2654,Dominica
1999,3158.1484,Dominica
2000,3326.8,Dominica
2001,3410.6636,Dominica
2002,3632.0588,Dominica
2003,3786.2097,Dominica
2004,4030.5222,Dominica
2005,4148.2354,Dominica
2006,4413.7593,Dominica
2007,4664.6963,Dominica
2008,4448.5044,Dominica
2009,4565.9336,Dominica
2010,4959.89,Dominica
2011,5164.467,Dominica
2012,5363.9404,Dominica
2013,5597.6045,Dominica
2014,5701.3145,Dominica
2015,5867.9194,Dominica
2016,5970.549,Dominica
2017,6144.1904,Dominica
2018,6343.45,Dominica
2019,6536.029,Dominica
1990,247270.72,Dominican Republic
1991,256757.05,Dominican Republic
1992,273317.7,Dominican Republic
1993,284960.9,Dominican Republic
1994,313063.9,Dominican Republic
1995,325381.1,Dominican Republic
1996,349221.56,Dominican Republic
1997,375470.28,Dominican Republic
1998,392925.7,Dominican Republic
1999,422905.75,Dominican Republic
2000,445489.78,Dominican Republic
2001,456719.88,Dominican Republic
2002,486366.8,Dominican Republic
2003,507009.03,Dominican Republic
2004,539724.75,Dominican Republic
2005,555487.7,Dominican Republic
2006,591043.8,Dominican Republic
2007,624646.7,Dominican Republic
2008,595696.5,Dominican Republic
2009,611421.4,Dominican Republic
2010,664175.9,Dominican Republic
2011,691570.56,Dominican Republic
2012,718282.0,Dominican Republic
2013,749571.8,Dominican Republic
2014,763459.56,Dominican Republic
2015,785769.5,Dominican Republic
2016,799512.56,Dominican Republic
2017,822764.8,Dominican Republic
2018,849447.56,Dominican Republic
2019,875235.6,Dominican Republic
1990,380870.34,Ecuador
1991,395482.12,Ecuador
1992,420990.4,Ecuador
1993,438924.44,Ecuador
1994,482211.4,Ecuador
1995,501183.5,Ecuador
1996,537904.94,Ecuador
1997,578335.75,Ecuador
1998,605222.25,Ecuador
1999,651400.44,Ecuador
2000,686186.56,Ecuador
2001,703484.25,Ecuador
2002,749149.3,Ecuador
2003,780944.5,Ecuador
2004,831336.44,Ecuador
2005,855616.06,Ecuador
2006,910383.0,Ecuador
2007,962141.4,Ecuador
2008,917549.6,Ecuador
2009,941770.56,Ecuador
2010,1023028.1,Ecuador
2011,1065224.1,Ecuador
2012,1106367.6,Ecuador
2013,1154563.2,Ecuador
2014,1175954.5,Ecuador
2015,1210318.5,Ecuador
2016,1231486.9,Ecuador
2017,1267302.1,Ecuador
2018,1308401.5,Ecuador
2019,1348122.9,Ecuador
1990,2597280.0,Egypt
1991,2696922.2,Egypt
1992,2870871.8,Egypt
1993,2993169.8,Egypt
1994,3288357.8,Egypt
1995,3417734.8,Egypt
1996,3668150.2,Egypt
1997,3943861.5,Egypt
1998,4127209.2,Egypt
1999,4442113.5,Egypt
2000,4679331.5,Egypt
2001,4797290.0,Egypt
2002,5108695.0,Egypt
2003,5325517.0,Egypt
2004,5669156.0,Egypt
2005,5834726.5,Egypt
2006,6208200.5,Egypt
2007,6561158.0,Egypt
2008,6257072.0,Egypt
2009,6422242.5,Egypt
2010,6976364.5,Egypt
2011,7264113.0,Egypt
2012,7544684.0,Egypt
2013,7873345.5,Egypt
2014,8019219.5,Egypt
2015,8253559.0,Egypt
2016,8397913.0,Egypt
2017,8642149.0,Egypt
2018,8922420.0,Egypt
2019,9193292.0,Egypt
1990,157212.67,El Salvador
1991,163244.0,El Salvador
1992,173773.12,El Salvador
1993,181175.78,El Salvador
1994,199043.44,El Salvador
1995,206874.61,El Salvador
1996,222032.19,El Salvador
1997,238720.9,El Salvador
1998,249818.9,El Salvador
1999,268879.97,El Salvador
2000,283238.72,El Salvador
2001,290378.72,El Salvador
2002,309228.0,El Salvador
2003,322352.16,El Salvador
2004,343152.53,El Salvador
2005,353174.5,El Salvador
2006,375780.75,El Salvador
2007,397145.2,El Salvador
2008,378738.94,El Salvador
2009,388736.66,El Salvador
2010,422277.53,El Salvador
2011,439694.88,El Salvador
2012,456677.78,El Salvador
2013,476571.56,El Salvador
2014,485401.28,El Salvador
2015,499585.78,El Salvador
2016,508323.47,El Salvador
2017,523107.06,El Salvador
2018,540071.75,El Salvador
2019,556467.56,El Salvador
1990,23760.402,Equatorial Guinea
1991,24671.95,Equatorial Guinea
1992,26263.271,Equatorial Guinea
1993,27382.076,Equatorial Guinea
1994,30082.512,Equatorial Guinea
1995,31266.076,Equatorial Guinea
1996,33556.926,Equatorial Guinea
1997,36079.18,Equatorial Guinea
1998,37756.48,Equatorial Guinea
1999,40637.285,Equatorial Guinea
2000,42807.4,Equatorial Guinea
2001,43886.508,Equatorial Guinea
2002,46735.297,Equatorial Guinea
2003,48718.824,Equatorial Guinea
2004,51862.5,Equatorial Guinea
2005,53377.17,Equatorial Guinea
2006,56793.777,Equatorial Guinea
2007,60022.7,Equatorial Guinea
2008,57240.863,Equatorial Guinea
2009,58751.875,Equatorial Guinea
2010,63821.086,Equatorial Guinea
2011,66453.46,Equatorial Guinea
2012,69020.18,Equatorial Guinea
2013,72026.836,Equatorial Guinea
2014,73361.32,Equatorial Guinea
2015,75505.1,Equatorial Guinea
2016,76825.67,Equatorial Guinea
2017,79060.0,Equatorial Guinea
2018,81623.96,Equatorial Guinea
2019,84101.95,Equatorial Guinea
1990,34278.86,Eritrea
1991,35593.938,Eritrea
1992,37889.72,Eritrea
1993,39503.805,Eritrea
1994,43399.69,Eritrea
1995,45107.21,Eritrea
1996,48412.188,Eritrea
1997,52051.02,Eritrea
1998,54470.844,Eritrea
1999,58626.94,Eritrea
2000,61757.74,Eritrea
2001,63314.56,Eritrea
2002,67424.48,Eritrea
2003,70286.086,Eritrea
2004,74821.43,Eritrea
2005,77006.625,Eritrea
2006,81935.73,Eritrea
2007,86594.055,Eritrea
2008,82580.734,Eritrea
2009,84760.65,Eritrea
2010,92073.945,Eritrea
2011,95871.64,Eritrea
2012,99574.62,Eritrea
2013,103912.28,Eritrea
2014,105837.53,Eritrea
2015,108930.336,Eritrea
2016,110835.516,Eritrea
2017,114058.945,Eritrea
2018,117757.945,Eritrea
2019,121332.92,Eritrea
1990,40654.574,Estonia
1991,42214.25,Estonia
1992,44937.04,Estonia
1993,46851.336,Estonia
1994,51471.84,Estonia
1995,53496.95,Estonia
1996,57416.64,Estonia
1997,61732.277,Estonia
1998,64602.176,Estonia
1999,69531.29,Estonia
2000,73244.41,Estonia
2001,75090.78,Estonia
2002,79965.125,Estonia
2003,83358.984,Estonia
2004,88737.88,Estonia
2005,91329.516,Estonia
2006,97175.41,Estonia
2007,102700.164,Estonia
2008,97940.38,Estonia
2009,100525.76,Estonia
2010,109199.29,Estonia
2011,113703.34,Estonia
2012,118095.055,Estonia
2013,123239.51,Estonia
2014,125522.836,Estonia
2015,129190.89,Estonia
2016,131450.42,Estonia
2017,135273.4,Estonia
2018,139660.4,Estonia
2019,143900.3,Estonia
1990,2122.7036,Faroe Islands
1991,2204.1394,Faroe Islands
1992,2346.3047,Faroe Islands
1993,2446.256,Faroe Islands
1994,2687.5073,Faroe Islands
1995,2793.2446,Faroe Islands
1996,2997.904,Faroe Islands
1997,3223.237,Faroe Islands
1998,3373.0835,Faroe Islands
1999,3630.4482,Faroe Islands
2000,3824.3215,Faroe Islands
2001,3920.7268,Faroe Islands
2002,4175.232,Faroe Islands
2003,4352.4355,Faroe Islands
2004,4633.285,Faroe Islands
2005,4768.6025,Faroe Islands
2006,5073.835,Faroe Islands
2007,5362.3,Faroe Islands
2008,5113.7764,Faroe Islands
2009,5248.767,Faroe Islands
2010,5701.6396,Faroe Islands
2011,5936.8105,Faroe Islands
2012,6166.1157,Faroe Islands
2013,6434.7236,Faroe Islands
2014,6553.944,Faroe Islands
2015,6745.4644,Faroe Islands
2016,6863.442,Faroe Islands
2017,7063.0513,Faroe Islands
2018,7292.1104,Faroe Islands
2019,7513.4893,Faroe Islands
1990,28196.879,Fiji
1991,29278.629,Fiji
1992,31167.078,Fiji
1993,32494.783,Fiji
1994,35699.438,Fiji
1995,37103.992,Fiji
1996,39822.582,Fiji
1997,42815.79,Fiji
1998,44806.27,Fiji
1999,48224.97,Fiji
2000,50800.277,Fiji
2001,52080.875,Fiji
2002,55461.586,Fiji
2003,57815.47,Fiji
2004,61546.125,Fiji
2005,63343.61,Fiji
2006,67398.16,Fiji
2007,71229.98,Fiji
2008,67928.72,Fiji
2009,69721.87,Fiji
2010,75737.586,Fiji
2011,78861.47,Fiji
2012,81907.44,Fiji
2013,85475.49,Fiji
2014,87059.15,Fiji
2015,89603.2,Fiji
2016,91170.36,Fiji
2017,93821.87,Fiji
2018,96864.56,Fiji
2019,99805.24,Fiji
1990,217728.73,Finland
1991,226081.72,Finland
1992,240663.81,Finland
1993,250915.98,Finland
1994,275661.47,Finland
1995,286507.1,Finland
1996,307499.28,Finland
1997,330612.03,Finland
1998,345982.0,Finland
1999,372380.25,Finland
2000,392266.12,Finland
2001,402154.56,Finland
2002,428259.47,Finland
2003,446435.53,Finland
2004,475242.66,Finland
2005,489122.34,Finland
2006,520430.5,Finland
2007,550018.75,Finland
2008,524527.4,Finland
2009,538373.5,Finland
2010,584825.3,Finland
2011,608947.1,Finland
2012,632467.25,Finland
2013,660018.8,Finland
2014,672247.4,Finland
2015,691891.9,Finland
2016,703993.0,Finland
2017,724467.25,Finland
2018,747962.2,Finland
2019,770669.3,Finland
1990,2166017.0,France
1991,2249114.2,France
1992,2394180.5,France
1993,2496171.5,France
1994,2742345.5,France
1995,2850240.2,France
1996,3059075.8,France
1997,3289006.5,France
1998,3441910.8,France
1999,3704526.8,France
2000,3902356.0,France
2001,4000728.5,France
2002,4260426.5,France
2003,4441246.5,France
2004,4727826.5,France
2005,4865905.0,France
2006,5177365.5,France
2007,5471716.5,France
2008,5218122.0,France
2009,5355867.0,France
2010,5817980.5,France
2011,6057950.0,France
2012,6291934.0,France
2013,6566023.0,France
2014,6687675.5,France
2015,6883104.0,France
2016,7003489.0,France
2017,7207171.5,France
2018,7440904.5,France
2019,7666800.5,France
1990,11708.616,French Polynesia
1991,12157.808,French Polynesia
1992,12941.977,French Polynesia
1993,13493.3,French Polynesia
1994,14824.017,French Polynesia
1995,15407.252,French Polynesia
1996,16536.133,French Polynesia
1997,17779.047,French Polynesia
1998,18605.584,French Polynesia
1999,20025.182,French Polynesia
2000,21094.566,French Polynesia
2001,21626.328,French Polynesia
2002,23030.152,French Polynesia
2003,24007.592,French Polynesia
2004,25556.727,French Polynesia
2005,26303.125,French Polynesia
2006,27986.756,French Polynesia
2007,29577.898,French Polynesia
2008,28207.068,French Polynesia
2009,28951.662,French Polynesia
2010,31449.662,French Polynesia
2011,32746.84,French Polynesia
2012,34011.664,French Polynesia
2013,35493.277,French Polynesia
2014,36150.883,French Polynesia
2015,37207.293,French Polynesia
2016,37858.043,French Polynesia
2017,38959.07,French Polynesia
2018,40222.535,French Polynesia
2019,41443.64,French Polynesia
1990,15366.073,Gabon
1991,15955.579,Gabon
1992,16984.703,Gabon
1993,17708.244,Gabon
1994,19454.64,Gabon
1995,20220.064,Gabon
1996,21701.576,Gabon
1997,23332.742,Gabon
1998,24417.469,Gabon
1999,26280.51,Gabon
2000,27683.943,Gabon
2001,28381.812,Gabon
2002,30224.152,Gabon
2003,31506.918,Gabon
2004,33539.96,Gabon
2005,34519.51,Gabon
2006,36729.066,Gabon
2007,38817.24,Gabon
2008,37018.2,Gabon
2009,37995.383,Gabon
2010,41273.69,Gabon
2011,42976.074,Gabon
2012,44635.992,Gabon
2013,46580.426,Gabon
2014,47443.45,Gabon
2015,48829.85,Gabon
2016,49683.88,Gabon
2017,51128.836,Gabon
2018,52786.977,Gabon
2019,54389.52,Gabon
1990,14090.835,Gambia
1991,14631.418,Gambia
1992,15575.134,Gambia
1993,16238.628,Gambia
1994,17840.09,Gambia
1995,18541.99,Gambia
1996,19900.55,Gambia
1997,21396.348,Gambia
1998,22391.05,Gambia
1999,24099.479,Gambia
2000,25386.44,Gambia
2001,26026.393,Gambia
2002,27715.836,Gambia
2003,28892.143,Gambia
2004,30756.463,Gambia
2005,31654.723,Gambia
2006,33680.902,Gambia
2007,35595.777,Gambia
2008,33946.04,Gambia
2009,34842.13,Gambia
2010,37848.367,Gambia
2011,39409.47,Gambia
2012,40931.63,Gambia
2013,42714.69,Gambia
2014,43506.094,Gambia
2015,44777.438,Gambia
2016,45560.59,Gambia
2017,46885.63,Gambia
2018,48406.16,Gambia
2019,49875.703,Gambia
1990,46314.96,Georgia
1991,48091.793,Georgia
1992,51193.676,Georgia
1993,53374.508,Georgia
1994,58638.332,Georgia
1995,60945.395,Georgia
1996,65410.832,Georgia
1997,70327.336,Georgia
1998,73596.82,Georgia
1999,79212.22,Georgia
2000,83442.31,Georgia
2001,85545.766,Georgia
2002,91098.77,Georgia
2003,94965.16,Georgia
2004,101092.97,Georgia
2005,104045.44,Georgia
2006,110705.266,Georgia
2007,116999.234,Georgia
2008,111576.74,Georgia
2009,114522.08,Georgia
2010,124403.24,Georgia
2011,129534.4,Georgia
2012,134537.58,Georgia
2013,140398.3,Georgia
2014,142999.55,Georgia
2015,147178.3,Georgia
2016,149752.44,Georgia
2017,154107.69,Georgia
2018,159105.5,Georgia
2019,163935.72,Georgia
1990,6880754.0,Germany
1991,7144728.0,Germany
1992,7605557.5,Germany
1993,7929551.0,Germany
1994,8711568.0,Germany
1995,9054316.0,Germany
1996,9717720.0,Germany
1997,10448138.0,Germany
1998,10933866.0,Germany
1999,11768115.0,Germany
2000,12396557.0,Germany
2001,12709055.0,Germany
2002,13534034.0,Germany
2003,14108441.0,Germany
2004,15018815.0,Germany
2005,15457448.0,Germany
2006,16446860.0,Germany
2007,17381920.0,Germany
2008,16576331.0,Germany
2009,17013904.0,Germany
2010,18481892.0,Germany
2011,19244200.0,Germany
2012,19987494.0,Germany
2013,20858188.0,Germany
2014,21244640.0,Germany
2015,21865454.0,Germany
2016,22247880.0,Germany
2017,22894914.0,Germany
2018,23637410.0,Germany
2019,24355010.0,Germany
1990,170100.05,Ghana
1991,176625.78,Ghana
1992,188018.02,Ghana
1993,196027.5,Ghana
1994,215359.84,Ghana
1995,223832.95,Ghana
1996,240233.08,Ghana
1997,258289.83,Ghana
1998,270297.6,Ghana
1999,290921.16,Ghana
2000,306456.94,Ghana
2001,314182.25,Ghana
2002,334576.66,Ghana
2003,348776.7,Ghana
2004,371282.16,Ghana
2005,382125.66,Ghana
2006,406585.03,Ghana
2007,429700.78,Ghana
2008,409785.72,Ghana
2009,420603.0,Ghana
2010,456893.34,Ghana
2011,475738.44,Ghana
2012,494113.5,Ghana
2013,515638.06,Ghana
2014,525191.6,Ghana
2015,540538.9,Ghana
2016,549992.8,Ghana
2017,565988.25,Ghana
2018,584343.6,Ghana
2019,602083.5,Ghana
1990,1451.1003,Gibraltar
1991,1506.7706,Gibraltar
1992,1603.9562,Gibraltar
1993,1672.2839,Gibraltar
1994,1837.2056,Gibraltar
1995,1909.4885,Gibraltar
1996,2049.3958,Gibraltar
1997,2203.4355,Gibraltar
1998,2305.872,Gibraltar
1999,2481.8088,Gibraltar
2000,2614.3425,Gibraltar
2001,2680.246,Gibraltar
2002,2854.228,Gibraltar
2003,2975.3665,Gibraltar
2004,3167.3577,Gibraltar
2005,3259.862,Gibraltar
2006,3468.5217,Gibraltar
2007,3665.719,Gibraltar
2008,3495.8262,Gibraltar
2009,3588.107,Gibraltar
2010,3897.695,Gibraltar
2011,4058.4602,Gibraltar
2012,4215.2153,Gibraltar
2013,4398.8384,Gibraltar
2014,4480.3384,Gibraltar
2015,4611.2637,Gibraltar
2016,4691.914,Gibraltar
2017,4828.369,Gibraltar
2018,4984.956,Gibraltar
2019,5136.2925,Gibraltar
1990,385878.6,Greece
1991,400682.5,Greece
1992,426526.22,Greece
1993,444696.06,Greece
1994,488552.25,Greece
1995,507773.84,Greece
1996,544978.1,Greece
1997,585940.6,Greece
1998,613180.6,Greece
1999,659966.06,Greece
2000,695209.56,Greece
2001,712734.75,Greece
2002,759000.25,Greece
2003,791213.56,Greece
2004,842268.1,Greece
2005,866867.0,Greece
2006,922354.06,Greece
2007,974793.06,Greece
2008,929614.94,Greece
2009,954154.4,Greece
2010,1036480.44,Greece
2011,1079231.2,Greece
2012,1120915.9,Greece
2013,1169745.1,Greece
2014,1191417.8,Greece
2015,1226233.5,Greece
2016,1247680.2,Greece
2017,1283966.6,Greece
2018,1325606.4,Greece
2019,1365850.0,Greece
1990,2487.7363,Greenland
1991,2583.1763,Greenland
1992,2749.789,Greenland
1993,2866.929,Greenland
1994,3149.667,Greenland
1995,3273.5876,Greenland
1996,3513.4414,Greenland
1997,3777.5242,Greenland
1998,3953.139,Greenland
1999,4254.7617,Greenland
2000,4481.9746,Greenland
2001,4594.9585,Greenland
2002,4893.2295,Greenland
2003,5100.9062,Greenland
2004,5430.0522,Greenland
2005,5588.6396,Greenland
2006,5946.362,Greenland
2007,6284.4326,Greenland
2008,5993.172,Greenland
2009,6151.376,Greenland
2010,6682.1274,Greenland
2011,6957.7397,Greenland
2012,7226.4775,Greenland
2013,7541.277,Greenland
2014,7680.999,Greenland
2015,7905.4546,Greenland
2016,8043.72,Greenland
2017,8277.655,Greenland
2018,8546.105,Greenland
2019,8805.554,Greenland
1990,5901.8384,Grenada
1991,6128.2573,Grenada
1992,6523.5254,Grenada
1993,6801.425,Grenada
1994,7472.185,Grenada
1995,7766.171,Grenada
1996,8335.193,Grenada
1997,8961.696,Grenada
1998,9378.32,Grenada
1999,10093.882,Grenada
2000,10632.916,Grenada
2001,10900.955,Grenada
2002,11608.565,Grenada
2003,12101.253,Grenada
2004,12882.109,Grenada
2005,13258.338,Grenada
2006,14106.988,Grenada
2007,14909.019,Grenada
2008,14218.039,Grenada
2009,14593.359,Grenada
2010,15852.499,Grenada
2011,16506.354,Grenada
2012,17143.9,Grenada
2013,17890.723,Grenada
2014,18222.195,Grenada
2015,18754.688,Grenada
2016,19082.705,Grenada
2017,19637.688,Grenada
2018,20274.549,Grenada
2019,20890.057,Grenada
1990,6970.7954,Guam
1991,7238.224,Guam
1992,7705.084,Guam
1993,8033.3174,Guam
1994,8825.567,Guam
1995,9172.801,Guam
1996,9844.887,Guam
1997,10584.862,Guam
1998,11076.947,Guam
1999,11922.113,Guam
2000,12558.778,Guam
2001,12875.365,Guam
2002,13711.14,Guam
2003,14293.064,Guam
2004,15215.352,Guam
2005,15659.724,Guam
2006,16662.084,Guam
2007,17609.38,Guam
2008,16793.248,Guam
2009,17236.547,Guam
2010,18723.746,Guam
2011,19496.03,Guam
2012,20249.049,Guam
2013,21131.139,Guam
2014,21522.646,Guam
2015,22151.586,Guam
2016,22539.016,Guam
2017,23194.518,Guam
2018,23946.73,Guam
2019,24673.72,Guam
1990,710686.94,Guatemala
1991,737951.9,Guatemala
1992,785549.2,Guatemala
1993,819013.25,Guatemala
1994,899784.8,Guatemala
1995,935185.94,Guatemala
1996,1003706.44,Guatemala
1997,1079148.5,Guatemala
1998,1129317.6,Guatemala
1999,1215484.0,Guatemala
2000,1280393.2,Guatemala
2001,1312670.0,Guatemala
2002,1397879.0,Guatemala
2003,1457207.4,Guatemala
2004,1551236.5,Guatemala
2005,1596541.1,Guatemala
2006,1698733.8,Guatemala
2007,1795312.6,Guatemala
2008,1712106.2,Guatemala
2009,1757301.5,Guatemala
2010,1908924.5,Guatemala
2011,1987660.4,Guatemala
2012,2064432.4,Guatemala
2013,2154363.0,Guatemala
2014,2194278.2,Guatemala
2015,2258399.8,Guatemala
2016,2297899.0,Guatemala
2017,2364729.0,Guatemala
2018,2441418.5,Guatemala
2019,2515536.8,Guatemala
1990,56178.926,Guinea
1991,58334.184,Guinea
1992,62096.69,Guinea
1993,64741.984,Guinea
1994,71126.875,Guinea
1995,73925.29,Guinea
1996,79341.76,Guinea
1997,85305.36,Guinea
1998,89271.16,Guinea
1999,96082.51,Guinea
2000,101213.51,Guinea
2001,103764.945,Guinea
2002,110500.61,Guinea
2003,115190.445,Guinea
2004,122623.33,Guinea
2005,126204.6,Guinea
2006,134282.81,Guinea
2007,141917.25,Guinea
2008,135339.89,Guinea
2009,138912.52,Guinea
2010,150898.12,Guinea
2011,157122.1,Guinea
2012,163190.83,Guinea
2013,170299.73,Guinea
2014,173454.98,Guinea
2015,178523.72,Guinea
2016,181646.08,Guinea
2017,186928.9,Guinea
2018,192991.12,Guinea
2019,198850.06,Guinea
1990,14575.645,Guinea-Bissau
1991,15134.826,Guinea-Bissau
1992,16111.012,Guinea-Bissau
1993,16797.334,Guinea-Bissau
1994,18453.896,Guinea-Bissau
1995,19179.945,Guinea-Bissau
1996,20585.25,Guinea-Bissau
1997,22132.51,Guinea-Bissau
1998,23161.438,Guinea-Bissau
1999,24928.645,Guinea-Bissau
2000,26259.885,Guinea-Bissau
2001,26921.855,Guinea-Bissau
2002,28669.426,Guinea-Bissau
2003,29886.205,Guinea-Bissau
2004,31814.67,Guinea-Bissau
2005,32743.834,Guinea-Bissau
2006,34839.727,Guinea-Bissau
2007,36820.484,Guinea-Bissau
2008,35113.99,Guinea-Bissau
2009,36040.906,Guinea-Bissau
2010,39150.58,Guinea-Bissau
2011,40765.39,Guinea-Bissau
2012,42339.926,Guinea-Bissau
2013,44184.336,Guinea-Bissau
2014,45002.965,Guinea-Bissau
2015,46318.05,Guinea-Bissau
2016,47128.15,Guinea-Bissau
