year,country_produced_plastic,country
2012,27395.447,Solomon Islands
2013,28588.848,Solomon Islands
2014,29118.53,Solomon Islands
2015,29969.438,Solomon Islands
2016,30493.6,Solomon Islands
2017,31380.445,Solomon Islands
2018,32398.133,Solomon Islands
2019,33381.695,Solomon Islands
1990,112917.27,Somalia
1991,117249.25,Somalia
1992,124811.734,Somalia
1993,130128.664,Somalia
1994,142962.03,Somalia
1995,148586.72,Somalia
1996,159473.6,Somalia
1997,171460.19,Somalia
1998,179431.27,Somalia
1999,193121.8,Somalia
2000,203434.89,Somalia
2001,208563.17,Somalia
2002,222101.56,Somalia
2003,231527.94,Somalia
2004,246467.72,Somalia
2005,253665.94,Somalia
2006,269902.78,Somalia
2007,285247.7,Somalia
2008,272027.47,Somalia
2009,279208.3,Somalia
2010,303298.88,Somalia
2011,315808.78,Somalia
2012,328006.7,Somalia
2013,342295.3,Somalia
2014,348637.22,Somalia
2015,358825.16,Somalia
2016,365100.97,Somalia
2017,375719.22,Somalia
2018,387904.03,Somalia
2019,399680.25,Somalia
1990,2122607.5,South Africa
1991,2204039.5,South Africa
1992,2346198.5,South Africa
1993,2446145.5,South Africa
1994,2687385.8,South Africa
1995,2793118.2,South Africa
1996,2997768.2,South Africa
1997,3223091.2,South Africa
1998,3372930.8,South Africa
1999,3630284.0,South Africa
2000,3824148.5,South Africa
2001,3920549.2,South Africa
2002,4175042.8,South Africa
2003,4352238.5,South Africa
2004,4633075.0,South Africa
2005,4768386.5,South Africa
2006,5073605.0,South Africa
2007,5362057.0,South Africa
2008,5113545.0,South Africa
2009,5248529.5,South Africa
2010,5701381.5,South Africa
2011,5936541.5,South Africa
2012,6165836.5,South Africa
2013,6434432.5,South Africa
2014,6553647.0,South Africa
2015,6745159.0,South Africa
2016,6863131.0,South Africa
2017,7062731.5,South Africa
2018,7291780.5,South Africa
2019,7513149.0,South Africa
1990,962855.7,South Korea
1991,999794.8,South Korea
1992,1064280.8,South Korea
1993,1109618.8,South Korea
1994,1219049.9,South Korea
1995,1267012.2,South Korea
1996,1359845.5,South Korea
1997,1462056.2,South Korea
1998,1530026.4,South Korea
1999,1646766.8,South Korea
2000,1734707.4,South Korea
2001,1778436.8,South Korea
2002,1893879.9,South Korea
2003,1974259.4,South Korea
2004,2101652.2,South Korea
2005,2163032.0,South Korea
2006,2301485.0,South Korea
2007,2432332.2,South Korea
2008,2319602.5,South Korea
2009,2380834.0,South Korea
2010,2586256.5,South Korea
2011,2692929.8,South Korea
2012,2796942.2,South Korea
2013,2918782.5,South Korea
2014,2972860.5,South Korea
2015,3059734.0,South Korea
2016,3113248.5,South Korea
2017,3203791.2,South Korea
2018,3307692.0,South Korea
2019,3408109.0,South Korea
1990,2238276.8,Spain
1991,2324146.5,Spain
1992,2474052.0,Spain
1993,2579445.8,Spain
1994,2833832.0,Spain
1995,2945326.2,Spain
1996,3161128.8,Spain
1997,3398730.2,Spain
1998,3556735.2,Spain
1999,3828112.5,Spain
2000,4032541.5,Spain
2001,4134195.8,Spain
2002,4402557.5,Spain
2003,4589409.5,Spain
2004,4885550.0,Spain
2005,5028235.0,Spain
2006,5350086.0,Spain
2007,5654257.0,Spain
2008,5392202.5,Spain
2009,5534542.5,Spain
2010,6012072.5,Spain
2011,6260047.5,Spain
2012,6501837.5,Spain
2013,6785070.0,Spain
2014,6910781.5,Spain
2015,7112729.5,Spain
2016,7237130.5,Spain
2017,7447608.0,Spain
2018,7689138.5,Spain
2019,7922570.5,Spain
1990,1246057.5,Sri Lanka
1991,1293861.4,Sri Lanka
1992,1377314.5,Sri Lanka
1993,1435987.5,Sri Lanka
1994,1577605.4,Sri Lanka
1995,1639674.6,Sri Lanka
1996,1759812.6,Sri Lanka
1997,1892086.4,Sri Lanka
1998,1980048.4,Sri Lanka
1999,2131125.2,Sri Lanka
2000,2244931.5,Sri Lanka
2001,2301523.0,Sri Lanka
2002,2450921.0,Sri Lanka
2003,2554942.2,Sri Lanka
2004,2719804.8,Sri Lanka
2005,2799238.0,Sri Lanka
2006,2978413.8,Sri Lanka
2007,3147747.0,Sri Lanka
2008,3001860.2,Sri Lanka
2009,3081101.5,Sri Lanka
2010,3346944.2,Sri Lanka
2011,3484993.0,Sri Lanka
2012,3619598.2,Sri Lanka
2013,3777275.0,Sri Lanka
2014,3847259.0,Sri Lanka
2015,3959684.2,Sri Lanka
2016,4028938.8,Sri Lanka
2017,4146112.5,Sri Lanka
2018,4280573.5,Sri Lanka
2019,4410526.0,Sri Lanka
1990,614443.3,Sudan
1991,638015.94,Sudan
1992,679167.44,Sudan
1993,708099.7,Sudan
1994,777932.9,Sudan
1995,808539.9,Sudan
1996,867781.1,Sudan
1997,933006.6,Sudan
1998,976381.56,Sudan
1999,1050879.0,Sudan
2000,1106998.1,Sudan
2001,1134903.9,Sudan
2002,1208573.5,Sudan
2003,1259867.4,Sudan
2004,1341162.8,Sudan
2005,1380332.1,Sudan
2006,1468685.5,Sudan
2007,1552185.2,Sudan
2008,1480247.1,Sudan
2009,1519321.8,Sudan
2010,1650411.5,Sudan
2011,1718484.6,Sudan
2012,1784859.9,Sudan
2013,1862611.9,Sudan
2014,1897121.6,Sudan
2015,1952559.8,Sudan
2016,1986709.9,Sudan
2017,2044489.4,Sudan
2018,2110793.2,Sudan
2019,2174874.2,Sudan
1990,14876.987,Suriname
1991,15447.7295,Suriname
1992,16444.098,Suriname
1993,17144.607,Suriname
1994,18835.42,Suriname
1995,19576.48,Suriname
1996,21010.838,Suriname
1997,22590.086,Suriname
1998,23640.287,Suriname
1999,25444.03,Suriname
2000,26802.791,Suriname
2001,27478.45,Suriname
2002,29262.148,Suriname
2003,30504.084,Suriname
2004,32472.42,Suriname
2005,33420.793,Suriname
2006,35560.016,Suriname
2007,37581.727,Suriname
2008,35839.95,Suriname
2009,36786.03,Suriname
2010,39959.992,Suriname
2011,41608.188,Suriname
2012,43215.277,Suriname
2013,45097.816,Suriname
2014,45933.375,Suriname
2015,47275.65,Suriname
2016,48102.492,Suriname
2017,49501.457,Suriname
2018,51106.82,Suriname
2019,52658.355,Suriname
1990,78094.67,Sweden
1991,81090.71,Sweden
1992,86321.0,Sweden
1993,89998.234,Sweden
1994,98873.914,Sweden
1995,102764.01,Sweden
1996,110293.47,Sweden
1997,118583.516,Sweden
1998,124096.4,Sweden
1999,133564.89,Sweden
2000,140697.53,Sweden
2001,144244.3,Sweden
2002,153607.58,Sweden
2003,160126.95,Sweden
2004,170459.45,Sweden
2005,175437.8,Sweden
2006,186667.36,Sweden
2007,197280.05,Sweden
2008,188136.83,Sweden
2009,193103.16,Sweden
2010,209764.42,Sweden
2011,218416.4,Sweden
2012,226852.58,Sweden
2013,236734.72,Sweden
2014,241120.86,Sweden
2015,248166.94,Sweden
2016,252507.36,Sweden
2017,259851.03,Sweden
2018,268278.16,Sweden
2019,276422.72,Sweden
1990,649071.06,Syria
1991,673972.1,Syria
1992,717442.8,Syria
1993,748005.56,Syria
1994,821774.25,Syria
1995,854106.1,Syria
1996,916686.0,Syria
1997,985587.4,Syria
1998,1031406.75,Syria
1999,1110102.6,Syria
2000,1169384.4,Syria
2001,1198862.8,Syria
2002,1276684.1,Syria
2003,1330868.8,Syria
2004,1416745.6,Syria
2005,1458122.5,Syria
2006,1551455.1,Syria
2007,1639660.6,Syria
2008,1563668.2,Syria
2009,1604945.1,Syria
2010,1743422.5,Syria
2011,1815332.0,Syria
2012,1885447.9,Syria
2013,1967581.8,Syria
2014,2004036.4,Syria
2015,2062598.6,Syria
2016,2098673.2,Syria
2017,2159709.0,Syria
2018,2229749.8,Syria
2019,2297442.0,Syria
1990,183941.34,Tanzania
1991,190998.1,Tanzania
1992,203317.33,Tanzania
1993,211978.56,Tanzania
1994,232884.02,Tanzania
1995,242046.6,Tanzania
1996,259781.22,Tanzania
1997,279307.28,Tanzania
1998,292292.12,Tanzania
1999,314593.88,Tanzania
2000,331393.8,Tanzania
2001,339747.75,Tanzania
2002,361801.7,Tanzania
2003,377157.2,Tanzania
2004,401493.97,Tanzania
2005,413219.8,Tanzania
2006,439669.5,Tanzania
2007,464666.22,Tanzania
2008,443130.6,Tanzania
2009,454828.12,Tanzania
2010,494071.47,Tanzania
2011,514450.03,Tanzania
2012,534320.3,Tanzania
2013,557596.3,Tanzania
2014,567927.25,Tanzania
2015,584523.3,Tanzania
2016,594746.6,Tanzania
2017,612043.6,Tanzania
2018,631892.56,Tanzania
2019,651076.0,Tanzania
1990,1679005.8,Thailand
1991,1743419.2,Thailand
1992,1855868.5,Thailand
1993,1934927.8,Thailand
1994,2125751.5,Thailand
1995,2209387.0,Thailand
1996,2371267.5,Thailand
1997,2549500.2,Thailand
1998,2668025.0,Thailand
1999,2871594.2,Thailand
2000,3024943.2,Thailand
2001,3101197.2,Thailand
2002,3302504.5,Thailand
2003,3442668.2,Thailand
2004,3664813.0,Thailand
2005,3771845.8,Thailand
2006,4013277.0,Thailand
2007,4241445.5,Thailand
2008,4044869.8,Thailand
2009,4151644.0,Thailand
2010,4509855.0,Thailand
2011,4695869.5,Thailand
2012,4877244.0,Thailand
2013,5089706.0,Thailand
2014,5184006.5,Thailand
2015,5335494.5,Thailand
2016,5428811.5,Thailand
2017,5586698.0,Thailand
2018,5767878.0,Thailand
2019,5942983.0,Thailand
1990,64305.652,Togo
1991,66772.69,Togo
1992,71079.47,Togo
1993,74107.43,Togo
1994,81415.945,Togo
1995,84619.17,Togo
1996,90819.17,Togo
1997,97645.46,Togo
1998,102184.94,Togo
1999,109981.6,Togo
2000,115854.84,Togo
2001,118775.37,Togo
2002,126485.4,Togo
2003,131853.66,Togo
2004,140361.77,Togo
2005,144461.1,Togo
2006,153707.88,Togo
2007,162446.7,Togo
2008,154917.88,Togo
2009,159007.31,Togo
2010,172726.73,Togo
2011,179851.05,Togo
2012,186797.67,Togo
2013,194934.94,Togo
2014,198546.62,Togo
2015,204348.6,Togo
2016,207922.62,Togo
2017,213969.64,Togo
2018,220908.81,Togo
2019,227615.3,Togo
1990,4028.669,Tonga
1991,4183.225,Tonga
1992,4453.04,Tonga
1993,4642.738,Tonga
1994,5100.6074,Tonga
1995,5301.2856,Tonga
1996,5689.7075,Tonga
1997,6117.366,Tonga
1998,6401.759,Tonga
1999,6890.21,Tonga
2000,7258.161,Tonga
2001,7441.1284,Tonga
2002,7924.1523,Tonga
2003,8260.467,Tonga
2004,8793.489,Tonga
2005,9050.308,Tonga
2006,9629.606,Tonga
2007,10177.083,Tonga
2008,9705.411,Tonga
2009,9961.609,Tonga
2010,10821.114,Tonga
2011,11267.443,Tonga
2012,11702.641,Tonga
2013,12212.431,Tonga
2014,12438.698,Tonga
2015,12802.184,Tonga
2016,13026.093,Tonga
2017,13404.931,Tonga
2018,13839.661,Tonga
2019,14259.814,Tonga
1990,829462.4,Trinidad and Tobago
1991,861284.0,Trinidad and Tobago
1992,916836.1,Trinidad and Tobago
1993,955893.0,Trinidad and Tobago
1994,1050163.6,Trinidad and Tobago
1995,1091481.2,Trinidad and Tobago
1996,1171453.5,Trinidad and Tobago
1997,1259504.1,Trinidad and Tobago
1998,1318057.8,Trinidad and Tobago
1999,1418624.9,Trinidad and Tobago
2000,1494382.4,Trinidad and Tobago
2001,1532053.5,Trinidad and Tobago
2002,1631503.1,Trinidad and Tobago
2003,1700746.9,Trinidad and Tobago
2004,1810490.9,Trinidad and Tobago
2005,1863367.2,Trinidad and Tobago
2006,1982639.1,Trinidad and Tobago
2007,2095358.9,Trinidad and Tobago
2008,1998246.5,Trinidad and Tobago
2009,2050995.1,Trinidad and Tobago
2010,2227958.5,Trinidad and Tobago
2011,2319853.2,Trinidad and Tobago
2012,2409456.0,Trinidad and Tobago
2013,2514416.5,Trinidad and Tobago
2014,2561002.8,Trinidad and Tobago
2015,2635840.8,Trinidad and Tobago
2016,2681941.5,Trinidad and Tobago
2017,2759940.5,Trinidad and Tobago
2018,2849447.0,Trinidad and Tobago
2019,2935952.2,Trinidad and Tobago
1990,265806.12,Tunisia
1991,276003.56,Tunisia
1992,293805.56,Tunisia
1993,306321.56,Tunisia
1994,336531.16,Tunisia
1995,349771.66,Tunisia
1996,375399.22,Tunisia
1997,403615.53,Tunisia
1998,422379.4,Tunisia
1999,454606.75,Tunisia
2000,478883.7,Tunisia
2001,490955.6,Tunisia
2002,522824.84,Tunisia
2003,545014.44,Tunisia
2004,580182.56,Tunisia
2005,597127.06,Tunisia
2006,635348.44,Tunisia
2007,671470.2,Tunisia
2008,640349.94,Tunisia
2009,657253.56,Tunisia
2010,713962.5,Tunisia
2011,743410.75,Tunisia
2012,772124.44,Tunisia
2013,805759.7,Tunisia
2014,820688.5,Tunisia
2015,844670.8,Tunisia
2016,859444.0,Tunisia
2017,884439.25,Tunisia
2018,913122.1,Tunisia
2019,940843.3,Tunisia
1990,2660108.5,Turkey
1991,2762161.2,Turkey
1992,2940318.5,Turkey
1993,3065574.8,Turkey
1994,3367903.5,Turkey
1995,3500410.2,Turkey
1996,3756883.2,Turkey
1997,4039263.8,Turkey
1998,4227047.0,Turkey
1999,4549568.5,Turkey
2000,4792525.0,Turkey
2001,4913337.0,Turkey
2002,5232275.0,Turkey
2003,5454341.5,Turkey
2004,5806293.5,Turkey
2005,5975869.5,Turkey
2006,6358377.5,Turkey
2007,6719873.0,Turkey
2008,6408431.0,Turkey
2009,6577597.0,Turkey
2010,7145123.5,Turkey
2011,7439832.5,Turkey
2012,7727191.0,Turkey
2013,8063802.5,Turkey
2014,8213205.5,Turkey
2015,8453213.0,Turkey
2016,8601059.0,Turkey
2017,8851204.0,Turkey
2018,9138254.0,Turkey
2019,9415679.0,Turkey
1990,1355.0891,Turks and Caicos Islands
1991,1407.0759,Turks and Caicos Islands
1992,1497.8313,Turks and Caicos Islands
1993,1561.6382,Turks and Caicos Islands
1994,1715.6478,Turks and Caicos Islands
1995,1783.1483,Turks and Caicos Islands
1996,1913.7986,Turks and Caicos Islands
1997,2057.6465,Turks and Caicos Islands
1998,2153.3052,Turks and Caicos Islands
1999,2317.6013,Turks and Caicos Islands
2000,2441.366,Turks and Caicos Islands
2001,2502.9092,Turks and Caicos Islands
2002,2665.3796,Turks and Caicos Islands
2003,2778.503,Turks and Caicos Islands
2004,2957.7913,Turks and Caicos Islands
2005,3044.175,Turks and Caicos Islands
2006,3239.0288,Turks and Caicos Islands
2007,3423.1787,Turks and Caicos Islands
2008,3264.5266,Turks and Caicos Islands
2009,3350.702,Turks and Caicos Islands
2010,3639.8062,Turks and Caicos Islands
2011,3789.9343,Turks and Caicos Islands
2012,3936.3179,Turks and Caicos Islands
2013,4107.7915,Turks and Caicos Islands
2014,4183.899,Turks and Caicos Islands
2015,4306.1616,Turks and Caicos Islands
2016,4381.476,Turks and Caicos Islands
2017,4508.903,Turks and Caicos Islands
2018,4655.129,Turks and Caicos Islands
2019,4796.4526,Turks and Caicos Islands
1990,263.3179,Tuvalu
1991,273.41986,Tuvalu
1992,291.05524,Tuvalu
1993,303.45407,Tuvalu
1994,333.3809,Tuvalu
1995,346.4974,Tuvalu
1996,371.88507,Tuvalu
1997,399.83728,Tuvalu
1998,418.42548,Tuvalu
1999,450.35117,Tuvalu
2000,474.40082,Tuvalu
2001,486.35974,Tuvalu
2002,517.93066,Tuvalu
2003,539.91254,Tuvalu
2004,574.7514,Tuvalu
2005,591.5373,Tuvalu
2006,629.4009,Tuvalu
2007,665.1845,Tuvalu
2008,634.3556,Tuvalu
2009,651.10095,Tuvalu
2010,707.27905,Tuvalu
2011,736.4516,Tuvalu
2012,764.89655,Tuvalu
2013,798.2169,Tuvalu
2014,813.006,Tuvalu
2015,836.7638,Tuvalu
2016,851.39874,Tuvalu
2017,876.16,Tuvalu
2018,904.57434,Tuvalu
2019,932.036,Tuvalu
1990,819664.44,Ukraine
1991,851110.2,Ukraine
1992,906006.1,Ukraine
1993,944601.6,Ukraine
1994,1037758.75,Ukraine
1995,1078588.2,Ukraine
1996,1157615.9,Ukraine
1997,1244626.4,Ukraine
1998,1302488.4,Ukraine
1999,1401867.6,Ukraine
2000,1476730.1,Ukraine
2001,1513956.2,Ukraine
2002,1612231.2,Ukraine
2003,1680657.0,Ukraine
2004,1789104.8,Ukraine
2005,1841356.4,Ukraine
2006,1959219.4,Ukraine
2007,2070607.8,Ukraine
2008,1974642.5,Ukraine
2009,2026768.0,Ukraine
2010,2201641.0,Ukraine
2011,2292450.2,Ukraine
2012,2380994.5,Ukraine
2013,2484715.2,Ukraine
2014,2530751.2,Ukraine
2015,2604705.2,Ukraine
2016,2650261.2,Ukraine
2017,2727339.0,Ukraine
2018,2815788.2,Ukraine
2019,2901271.8,Ukraine
1990,285534.06,United Arab Emirates
1991,296488.3,United Arab Emirates
1992,315611.6,United Arab Emirates
1993,329056.53,United Arab Emirates
1994,361508.25,United Arab Emirates
1995,375731.44,United Arab Emirates
1996,403261.06,United Arab Emirates
1997,433571.6,United Arab Emirates
1998,453728.1,United Arab Emirates
1999,488347.3,United Arab Emirates
2000,514426.06,United Arab Emirates
2001,527393.94,United Arab Emirates
2002,561628.5,United Arab Emirates
2003,585465.0,United Arab Emirates
2004,623243.25,United Arab Emirates
2005,641445.4,United Arab Emirates
2006,682503.5,United Arab Emirates
2007,721306.2,United Arab Emirates
2008,687876.25,United Arab Emirates
2009,706034.4,United Arab Emirates
2010,766952.25,United Arab Emirates
2011,798586.1,United Arab Emirates
2012,829430.94,United Arab Emirates
2013,865562.56,United Arab Emirates
2014,881599.4,United Arab Emirates
2015,907361.6,United Arab Emirates
2016,923231.3,United Arab Emirates
2017,950081.6,United Arab Emirates
2018,980893.4,United Arab Emirates
2019,1010672.0,United Arab Emirates
1990,2341148.0,United Kingdom
1991,2430964.2,United Kingdom
1992,2587759.5,United Kingdom
1993,2697997.0,United Kingdom
1994,2964075.0,United Kingdom
1995,3080693.5,United Kingdom
1996,3306414.2,United Kingdom
1997,3554936.0,United Kingdom
1998,3720203.0,United Kingdom
1999,4004052.8,United Kingdom
2000,4217877.0,United Kingdom
2001,4324203.5,United Kingdom
2002,4604899.0,United Kingdom
2003,4800339.0,United Kingdom
2004,5110090.0,United Kingdom
2005,5259333.0,United Kingdom
2006,5595976.0,United Kingdom
2007,5914126.5,United Kingdom
2008,5640028.0,United Kingdom
2009,5788910.5,United Kingdom
2010,6288387.5,United Kingdom
2011,6547759.5,United Kingdom
2012,6800662.0,United Kingdom
2013,7096912.0,United Kingdom
2014,7228401.0,United Kingdom
2015,7439630.5,United Kingdom
2016,7569749.0,United Kingdom
2017,7789900.5,United Kingdom
2018,8042531.5,United Kingdom
2019,8286692.0,United Kingdom
1990,17978602.0,United States
1991,18668334.0,United States
1992,19872428.0,United States
1993,20718986.0,United States
1994,22762304.0,United States
1995,23657862.0,United States
1996,25391262.0,United States
1997,27299758.0,United States
1998,28568908.0,United States
1999,30748702.0,United States
2000,32390746.0,United States
2001,33207266.0,United States
2002,35362840.0,United States
2003,36863700.0,United States
2004,39242400.0,United States
2005,40388496.0,United States
2006,42973710.0,United States
2007,45416916.0,United States
2008,43312004.0,United States
2009,44455330.0,United States
2010,48291012.0,United States
2011,50282830.0,United States
2012,52224972.0,United States
2013,54499990.0,United States
2014,55509748.0,United States
2015,57131864.0,United States
2016,58131096.0,United States
2017,59821724.0,United States
2018,61761776.0,United States
2019,63636780.0,United States
1990,147524.11,Uruguay
1991,153183.73,Uruguay
1992,163063.97,Uruguay
1993,170010.42,Uruguay
1994,186776.95,Uruguay
1995,194125.5,Uruguay
1996,208348.97,Uruguay
1997,224009.2,Uruguay
1998,234423.27,Uruguay
1999,252309.66,Uruguay
2000,265783.5,Uruguay
2001,272483.5,Uruguay
2002,290171.12,Uruguay
2003,302486.5,Uruguay
2004,322005.0,Uruguay
2005,331409.34,Uruguay
2006,352622.44,Uruguay
2007,372670.25,Uruguay
2008,355398.3,Uruguay
2009,364779.9,Uruguay
2010,396253.75,Uruguay
2011,412597.7,Uruguay
2012,428534.0,Uruguay
2013,447201.78,Uruguay
2014,455487.38,Uruguay
2015,468797.7,Uruguay
2016,476996.94,Uruguay
2017,490869.44,Uruguay
2018,506788.62,Uruguay
2019,522174.03,Uruguay
1990,12093.137,Vanuatu
1991,12557.079,Vanuatu
1992,13367.002,Vanuatu
1993,13936.43,Vanuatu
1994,15310.849,Vanuatu
1995,15913.238,Vanuatu
1996,17079.193,Vanuatu
1997,18362.924,Vanuatu
1998,19216.607,Vanuatu
1999,20682.824,Vanuatu
2000,21787.33,Vanuatu
2001,22336.555,Vanuatu
2002,23786.48,Vanuatu
2003,24796.02,Vanuatu
2004,26396.031,Vanuatu
2005,27166.94,Vanuatu
2006,28905.863,Vanuatu
2007,30549.26,Vanuatu
2008,29133.412,Vanuatu
2009,29902.459,Vanuatu
2010,32482.494,Vanuatu
2011,33822.273,Vanuatu
2012,35128.633,Vanuatu
2013,36658.906,Vanuatu
2014,37338.11,Vanuatu
2015,38429.21,Vanuatu
2016,39101.332,Vanuatu
2017,40238.52,Vanuatu
2018,41543.477,Vanuatu
2019,42804.68,Vanuatu
1990,1269058.2,Venezuela
1991,1317744.6,Venezuela
1992,1402738.1,Venezuela
1993,1462494.1,Venezuela
1994,1606726.1,Venezuela
1995,1669941.1,Venezuela
1996,1792296.8,Venezuela
1997,1927012.1,Venezuela
1998,2016597.9,Venezuela
1999,2170463.2,Venezuela
2000,2286370.5,Venezuela
2001,2344006.5,Venezuela
2002,2496162.0,Venezuela
2003,2602103.5,Venezuela
2004,2770009.2,Venezuela
2005,2850908.8,Venezuela
2006,3033392.0,Venezuela
2007,3205850.8,Venezuela
2008,3057271.0,Venezuela
2009,3137975.0,Venezuela
2010,3408725.0,Venezuela
2011,3549321.8,Venezuela
2012,3686412.0,Venezuela
2013,3846999.2,Venezuela
2014,3918275.0,Venezuela
2015,4032775.5,Venezuela
2016,4103308.5,Venezuela
2017,4222645.0,Venezuela
2018,4359588.0,Venezuela
2019,4491939.0,Venezuela
1990,1553398.4,Vietnam
1991,1612993.1,Vietnam
1992,1717030.0,Vietnam
1993,1790174.8,Vietnam
1994,1966722.8,Vietnam
1995,2044101.5,Vietnam
1996,2193871.8,Vietnam
1997,2358770.8,Vietnam
1998,2468428.8,Vietnam
1999,2656768.8,Vietnam
2000,2798645.5,Vietnam
2001,2869195.0,Vietnam
2002,3055442.2,Vietnam
2003,3185120.2,Vietnam
2004,3390646.5,Vietnam
2005,3489672.0,Vietnam
2006,3713041.5,Vietnam
2007,3924140.8,Vietnam
2008,3742271.0,Vietnam
2009,3841057.2,Vietnam
2010,4172470.2,Vietnam
2011,4344568.5,Vietnam
2012,4512374.5,Vietnam
2013,4708942.5,Vietnam
2014,4796188.0,Vietnam
2015,4936343.0,Vietnam
2016,5022679.5,Vietnam
2017,5168754.0,Vietnam
2018,5336379.5,Vietnam
2019,5498385.0,Vietnam
1990,421830.06,Yemen
1991,438013.2,Yemen
1992,466264.72,Yemen
1993,486127.4,Yemen
1994,534069.56,Yemen
1995,555082.0,Yemen
1996,595752.5,Yemen
1997,640531.4,Yemen
1998,670309.3,Yemen
1999,721453.6,Yemen
2000,759980.7,Yemen
2001,779138.6,Yemen
2002,829714.6,Yemen
2003,864929.1,Yemen
2004,920740.4,Yemen
2005,947631.06,Yemen
2006,1008287.75,Yemen
2007,1065612.4,Yemen
2008,1016225.06,Yemen
2009,1043050.8,Yemen
2010,1133047.0,Yemen
2011,1179780.9,Yemen
2012,1225349.0,Yemen
2013,1278727.6,Yemen
2014,1302419.5,Yemen
2015,1340479.0,Yemen
2016,1363923.9,Yemen
2017,1403590.9,Yemen
2018,1449110.1,Yemen
2019,1493103.1,Yemen
